Tweets,Classification,word_count,char_count,avg_word,stopwords,hastags
white man assaulted black people screaming fuck fuck white people,True,19,167,6.636363636363637,6,0
realdonaldtrump convenient excuse losing candidate hrc fact russians crooked hillary paid filthy illegally bogus opponent j,False,42,257,5.142857142857143,18,0
reuters washington feb 24 reuters us said sunday would delay increase tariffs chinese goods scheduled friday citing substantial progress uschina trade talks weekend,False,40,238,5.102564102564102,13,0
politician suggestion report wrong possible selling country sitting thats small rug thing thats big thing,False,44,241,4.5,24,0
save date announces salute america july 4th via breitbartnews,False,15,105,6.066666666666666,3,0
support oppose dude even bringing discussion old tactic tell view nicolas maduro please,True,42,226,4.404761904761905,20,0
used use coke launch sky use realdonaldtrumps instead gop trumps july4th celebration sounds salute cnn,False,29,185,5.535714285714286,6,0
bigger threat face people vote enable threat long presidency ends,True,27,150,4.357142857142857,15,0
congratulations winning 2 razzie awards worst actor amp worst screen amp self perpetuating voted awards oscars oscars2019 oscar2019,False,33,216,5.575757575757576,10,0
thehill whos going give get jail card ask individual 1 get away using socalled charity foundation pay many years isnt called tax la boss got 11 years,False,52,258,4.0588235294117645,16,0
msnbc anyone else notice seems always leave country cohen others front congress kim going let stay korea room 1 n korea,False,43,218,4.093023255813954,18,0
robert kraft jeffrey epstein day reckoning americas billionaires bunch via phillydotcom,False,20,139,6.315789473684211,5,0
backyard texasmexico border needs seize land build wall smartnews,False,19,116,5.157894736842105,8,0
es un lleva en si mismo el la del comandante fidel castro juan guerra es un al del usa,False,37,218,4.918918918918919,2,0
dice hay negociaciones productivas con china va el aumento los aranceles los eeuu ahora para el 1 marzo ambas partes más se una cumbre entre xi jinping mañana en,False,48,271,4.666666666666667,3,0
abd başkanı trumpın başkanı kim jongun ile bir önce beyaz saraydan bir kez daha beyaz saraydan,False,29,216,6.482758620689655,0,0
adam schiff absolutely prepared sue administration mueller report,False,13,101,6.846153846153846,3,0
dont push shopping cart cart please,False,14,75,4.428571428571429,4,0
thread prediction mueller report 1 russia tried 2016 presidential election favor 2 yes within candidacy involving jr 3 yes obstruction involving 1 2,False,46,266,4.760869565217392,17,0
realdonaldtrump,False,3,53,17.0,0,0
j twitter,False,6,44,6.5,1,0
doesnt know g stands names came knows con people money,False,30,149,3.933333333333333,16,0
us delay china tariffs,False,9,76,7.555555555555555,1,0
believes even hes met city england uk liar hes telling truth honest presidents past,True,58,276,4.38,24,0
somebodys forging nobel peace prize nominations really,False,13,98,6.615384615384615,3,0
russia election putin said russia putin extremely strong powerful denial today click quotes,False,37,265,5.769230769230769,13,0
bringing latest news everything surrounding j pro automatically news articles times may pro apologize ahead time best maga,False,50,267,4.822222222222222,19,0
founding father states,False,15,90,5.066666666666666,7,0
alyssamilano three million women doesnt move advisers point policy choice didnt work wont care traits mental illness claim independent,False,35,263,6.305555555555555,7,0
love senate insults probably watch go wheres bernie stuff realize thats bernies running years sweeping leg reminds hillary finding hates called heh heh,False,47,277,4.770833333333333,19,0
believing good believing taco bell real mexican restaurant true,False,20,114,4.65,7,0
realdonaldtrump better anyone kim jong un nuclear bomb thinks way business dumb enough shake hands,True,44,288,5.568181818181818,16,0
im sure wasnt,False,11,61,5.666666666666667,2,0
así guaidó el perro,False,10,72,6.3,0,0
continue work concert evil allieslee hsien loong xi jinping justin trudeau gavin newsom darrell steinberg debase pretend nothing happens jesus way,False,37,222,5.027027027027027,13,0
says extend deadline escalate tariffs chinese imports citing substantial progress weekend talks two countries,False,26,184,6.115384615384615,8,0
jr hints could run 2024,False,13,94,6.3076923076923075,3,0
chrismurphyct last time laws elected office put place fact due laws much,False,34,188,4.5588235294117645,15,0
jail,False,3,29,8.666666666666666,1,0
delaying increase tariffs chinesemade goods citing substantial progress lengthy trade talks sunday announced delaying unspecified amount time increase tariffs chinesemade usrc,False,40,285,6.15,12,0
people forget paying donalds marketing benefit financially works us reported congress money wall lets forget american citizens building wall,False,48,285,5.0638297872340425,23,0
must read british really see,False,11,70,5.454545454545454,3,0
north korean state media hit back us critics scheduled meeting kim jongun north,False,25,154,5.2,8,0
ive read republicans say klan members ever endorsed republican seriously whats,False,16,127,5.7368421052631575,7,0
realdonaldtrump acosta given cabinet position reward trumps bidding directed get epstein order hide evidence,False,30,213,5.903225806451613,12,0
sunday announced us would delay increase tariffs imports chinese goods previously scheduled take effect march 1 citing progress trade talks beijing,False,34,212,5.264705882352941,10,0
breaking says extend deadline escalate tariffs chinese imports citing substantial progress weekend talks two countries,False,28,210,6.535714285714286,8,0
proof proving committed crimes,False,14,93,5.714285714285714,5,0
congratulations realdonaldtrump worst actor win razzies without doubt one award truly deserves award worst actor given amp,False,37,216,4.864864864864865,17,0
delusional madman destroy us economy david stockman,True,12,89,6.5,3,0
seem really question whether maduro bad man thats explain support,False,32,175,4.5,16,0
,False,9,64,6.222222222222222,4,0
resigned,False,5,38,6.8,1,0
razzies worst movies amp year top going amp melissa mccarthy,False,26,165,5.384615384615385,8,0
venezuela la constitution déclaré le venezuela traversait une situation car les par le président des étatsunis la la nation,False,37,238,5.771428571428571,1,0
markcrowell5 chatbycc realdonaldtrump know doesnt cheat,False,10,130,8.846153846153847,4,0
nicolasmaduro aquí mira qué traidor eres tres sus están en una,False,19,121,5.421052631578948,1,0
despite trumps twitter attacks former fbi deputy director andrew mccabe double,False,14,114,7.214285714285714,0,0
authentic think mean liar,False,15,86,4.8,9,0
fucking idiot bro wtf people wtf body,True,25,138,4.56,11,0
donaldjtrumpjr oh lies published well,True,11,96,7.0,4,0
reason jr oscars fucked father imbecile jealous wishes hes guy window saying let please,True,45,241,4.377777777777778,23,0
rumors finally put rest,False,9,56,5.333333333333333,4,0
dear pick new best friend bc im period,True,16,77,3.875,5,0
uploaded youtube go amp comment pls fortnite red dead redemption fallout far cry god war monster hunter world sea thieves call duty black ops kingdom come deliverance zombs royale world cup pubg kardashian add snap,True,47,278,4.9361702127659575,6,0
los lujos perderá luego la botara su casa tcoomlkvq0ext,False,18,119,5.666666666666667,0,0
todo más con mamá,False,10,53,4.4,0,0
needs new bestie sooo,False,10,51,4.2,3,0
le mi mejor amiga si labiales pregunto quien es ahora te nada,False,23,123,4.166666666666667,4,0
,False,4,25,5.5,0,0
try get beat tweets,False,11,66,5.090909090909091,4,0
kaya justru kyliejenner,False,13,105,7.153846153846154,0,0
hispanic news unfollows tristan thompson instagram still follows,False,17,137,7.117647058823529,2,0
tcojohyqaucdv,False,1,18,18.0,0,0
unfollows tristan thompson following cheating scandal,False,11,98,8.0,0,0
crudkilla ha would probably wouldnt,False,9,54,5.111111111111111,2,0
jenners bff planned deny tryst khloe kardashians baby daddy got caught,False,18,115,5.444444444444445,5,0
,False,1,18,18.0,0,0
look get going lot right really need 2 20 ordered,False,25,117,3.72,12,0
em ser um assim,True,10,59,5.0,0,0
unfollows tristan thompson following cheating scandal,False,11,98,8.0,0,0
rihanna makeup line honestly said face natural lip kit cosmetics made fans believe use lip kit lips would big mine lips aint natural,False,50,274,4.5,20,0
north west saying selfmade kardashians canceled point,False,21,112,4.6,9,0
calls,False,4,32,7.25,0,0
pregnancy meme,False,6,54,8.166666666666666,0,0
,False,2,33,16.0,0,0
exactly also might want know says might care says unfollow cause also wants know says publicly,False,37,200,4.4324324324324325,15,0
você gostaria vida com não tenho uma bff,False,16,89,4.625,1,0
fact people actually believe anywhere close billionaire,False,21,132,5.333333333333333,11,0
uploaded youtube go amp comment pls fortnite red dead redemption fallout far cry god war monster hunter world sea thieves call duty black ops kingdom come deliverance zombs royale world cup pubg kardashian add snap,True,47,278,4.9361702127659575,6,0
addresses tristan thompson amp drama unfollowing one via hollywoodlife,False,16,126,6.470588235294118,3,0
cant get billionaire bestie instead,False,19,105,4.578947368421052,7,0
think things looking lip challenge returns social media,False,17,96,4.705882352941177,7,0
carly dont even know travis scott hes rapper jenners boyfriend baby daddy carly oh wow wait baby,False,28,139,3.9285714285714284,10,0
2016 cute hell pretending bigger bottom lip,True,24,135,4.666666666666667,10,0
wouldve funny af tweeted ya people idk,False,18,88,3.9444444444444446,8,0
oh man tweeting pictures bikini concerned us,False,21,142,5.809523809523809,7,0
como meu é bem taylor swift ariana grande priscilla só cristais,False,24,189,6.269230769230769,0,0
february 20th 2019 instagram snapchat kyliejenner,False,13,89,7.7,0,0
atm planatm playing tcowtus7fcjg5,False,12,62,6.375,2,0
lip challenge skin lip bruised someone help school tomorrow,False,23,136,4.956521739130435,11,0
breaking news justin bieber spotted arguing hamilton confronted perez hilton said secretly married papparazi state pair spotted outside petstore purchased cat naming snowy,False,43,259,5.046511627906977,18,0
uploaded youtube go amp comment pls fortnite red dead redemption fallout far cry god war monster hunter world sea thieves call duty black ops kingdom come deliverance zombs royale world cup pubg kardashian add snap,True,47,278,4.9361702127659575,6,0
jordan mas bffs nunca en la oscars oscars2019,False,17,113,5.705882352941177,1,0
bff eat breakfast jordynwoods kyliejenner,False,11,90,7.2727272727272725,1,0
leaked jenners burn book,True,6,50,7.5,0,0
sering dirumorkan operasi plastik ini penjelasan tcojq4yvm2bm9,False,9,80,8.0,0,0
tanto morir reencarnar en la hija,False,12,62,4.25,2,0
top story kim kardashian khloé kardashian reportedly childrens names see,False,21,165,7.25,4,0
thats obviously matilda,False,7,60,7.714285714285714,1,0
,False,4,37,8.5,0,0
juan dios ella es yo su favorito,False,16,100,5.25,1,0
smh hate,True,12,60,4.083333333333333,4,0
quem seria sua mãe último número da curtida 01 23 ariana grande 45 67 kim kardashian 89 camila cabello,False,19,147,4.6923076923076925,1,0
next time comes dont see im gonna looking new bff,False,23,110,3.8260869565217392,7,0
lot times interested jenners lip kits,False,15,91,5.133333333333334,5,0
mi opinión sobre este tema la infidelidad es esta muy mal porque tener una mujer cuando existe el entre dos personas decir cuando ya hay amor tomar una decisión sobre lo pasará en el futuro en vez,False,50,264,4.3,4,0
damn really whoever tf,True,11,70,5.454545454545454,4,0
unfollows tristan thompson instagram still follows,False,14,104,6.5,2,0
trading ideas probably right free via,False,15,126,7.466666666666667,1,0
dont means jenners shoes wouldnt know,False,23,119,4.217391304347826,13,0
siento una mis mejor amiga acaba encontrar otras ya hasta la pasa mejor con ya siento como siempre con el nunca,False,37,192,4.457142857142857,3,0
guy drunk met club cool bae ya know catching behavior last night gon ask shout ig im fucking followers u nothing think finna get caught,True,62,268,3.3934426229508197,31,0
ex,False,8,65,7.25,0,0
finally unfollows tristan thompson social media news trending,False,14,109,7.384615384615385,1,0
yall lip challenge lips fillers yall need selena lip challenge real queen lips,False,30,190,5.366666666666666,11,0
quer quem mas não sou,False,11,70,5.454545454545454,0,0
remember year jenners snapchat story,False,13,84,5.538461538461538,4,0
ariana grande tana mongeau people ill love stan forever,False,14,81,4.857142857142857,3,0
come migliore amica di al posto di dove,False,14,92,5.2,0,0
kendall hahaha,False,9,64,6.222222222222222,1,0
breaking news ryan gosling spotted shopping hamilton confronted tv3 news said expressing hatred papparazi state pair spotted outside petstore purchased pig naming rufus,False,44,262,4.9772727272727275,19,0
never seen much hate joe watching kuwtk h e,True,18,79,3.4444444444444446,6,0
14 year old brother birthday ordered james charles make lip sticks without moms card hes love,False,35,179,4.142857142857143,14,0
says family cut age 15 cnn paid plastic surgery 15 kyliejenner would need completely change face even look total bs,False,42,228,4.560975609756097,15,0
,False,5,43,7.8,0,0
rp dtfdating open dms feel free message single horny obsessed cock,True,14,96,4.8125,3,0
actually goals,False,5,30,5.2,1,0
el reality new el paris,False,13,62,3.8461538461538463,2,0
justine skye bestfriends justine skye dating travis scott entire baby justine skyes evil world live,False,31,175,4.67741935483871,11,0
friend,False,8,53,5.75,4,0
happened unfollowed social media,False,13,104,7.076923076923077,2,0
ways supported bff years,False,15,112,6.533333333333333,5,0
unfollows tristan thompson instagram still follows,False,14,104,6.5,2,0
dominantgrayson legit thought young right damn,True,12,75,5.333333333333333,4,0
think youre cute still waiting talk shit nobody still couldnt tax,True,34,200,4.911764705882353,16,0
smh loyalty temporary,False,6,47,7.0,2,0
picture,False,15,82,4.857142857142857,8,0
needs least change header lol,False,10,52,4.3,3,0
unfollows tristan thompson instagram still follows,False,14,104,6.5,2,0
huffpost get name isnt whats famous kardashian getting advantage association got dont issue isnt,False,40,231,4.8,20,0
rp dtfdating open dms feel free message single horny obsessed cock,True,14,96,4.8125,3,0
kyliejenner hey wtf shit,True,12,67,4.666666666666667,4,0
ways supported bff years,False,15,112,6.533333333333333,5,0
,False,4,33,7.5,0,0
bossubong might,False,7,37,5.166666666666667,1,0
uploaded youtube go amp comment pls fortnite red dead redemption fallout far cry god war monster hunter world sea thieves call duty black ops kingdom come deliverance zombs royale world cup pubg kardashian add snap,True,47,278,4.9361702127659575,6,0
siempre hay una con si le dado un golpe,False,16,94,4.9375,0,0
er ist zu um mit zu,False,13,74,4.769230769230769,0,0
everybody auditioning jenners new best friend,False,10,77,6.8,2,0
apply become jenners new best friend,False,12,58,4.2727272727272725,4,0
zac efron lauren j rihanna harry,False,10,61,5.2,0,0
unfollows tristan thompson instagram following cheating scandal,False,12,111,7.615384615384615,1,0
wonder ever done reading,False,12,55,4.0,4,0
compare icon,False,10,65,5.6,4,0
nos pero dónde están los perros,False,12,90,5.923076923076923,1,0
addresses tristan thompson amp drama unfollowing one,False,17,128,7.0,3,0
girl jenners best friend khloe kardashian kylies big sis found baby ex bf tristian thompson plays cavs cheated valentines day,False,37,212,4.756756756756757,12,0
breaking news justin bieber spotted fighting hamilton confronted perez hilton said expressing hatred papparazi state pair spotted outside petstore purchased wolf naming snowy,False,46,288,5.4,19,0
lo más triste es es una del,False,13,76,4.923076923076923,0,0
feels seeing tristan thompson party drama,False,14,99,6.142857142857143,5,0
love tweet,False,13,69,4.384615384615385,7,0
uploaded youtube go amp comment pls fortnite red dead redemption fallout far cry god war monster hunter world sea thieves call duty black ops kingdom come deliverance zombs royale world cup pubg kardashian add snap,True,47,278,4.9361702127659575,6,0
bet right mess thats relatable shes ever feb 2019,False,26,137,4.3076923076923075,10,0
jordynwoods kyliejenner get wrong im saying kyliejenner didnt help said kylies friend billionaire yes family made super bad choice didnt spend night travis,False,55,305,4.5636363636363635,26,0
husband called broke,False,10,50,4.1,4,0
entire baby justine skyes kardashians spare morality,False,19,130,5.894736842105263,8,0
addresses tristan thompson amp drama unfollowing one,False,15,100,5.733333333333333,3,0
think im love girl new friend video,False,16,77,3.875,7,0
tristan thompson cheating khloe kardashian bestie,False,16,132,6.823529411764706,6,0
lmaoooo,False,5,41,7.4,0,0
words ethan today id still fuck even robot,True,16,78,3.9375,5,0
gente ela é amiga da,False,9,60,5.777777777777778,0,0
life spin jenners new bff,False,11,55,4.090909090909091,3,0
someones trying fight comments section cant believe eyes,True,19,116,5.157894736842105,7,0
addresses tristan thompson amp drama unfollowing one,False,14,108,6.266666666666667,3,0
addresses tristan thompson amp drama unfollowing one,False,14,108,6.266666666666667,3,0
gun drama security eject jenners extyga fromfloyd mayweathers party see photos,False,13,107,6.714285714285714,0,0
gun drama security eject jenners extyga fromfloyd mayweathers party see photos,False,13,107,6.714285714285714,0,0
ben bu dost,False,8,50,5.375,1,0
breaking news justin bieber spotted kissing wakanda confronted perez hilton said friends papparazi state pair spotted outside petstore purchased lizard naming shrek,False,43,257,5.0,19,0
este es el primer público la ex mejor amiga,False,15,88,4.933333333333334,0,0
one,False,4,39,6.8,1,0
stan,False,9,74,7.333333333333333,1,0
really feel right easy assume lie never easy someone also considered friend,False,32,177,4.5625,14,0
finally unfollows tristan thompson social media daily mail,False,13,94,6.833333333333333,1,0
addresses tristan thompson amp drama unfollowing one,False,17,128,7.0,3,0
addresses tristan thompson amp drama unfollowing one,False,15,127,7.0,3,0
,False,6,37,6.4,2,0
breaking news scott disick spotted arguing wakanda confronted tv3 news said expressing hatred papparazi state pair spotted outside petstore purchased wolf naming rufus,False,46,281,5.2444444444444445,19,0
everyone instagram looks even real face,False,16,87,4.5,6,0
pregnant pregnant,False,5,33,5.8,1,0
sim viu igual direct pra ir em uma,False,19,113,5.0,3,0
bznacrara mais pelo menos koko e se duas pessoas falsas nao podiam ter e,False,28,152,4.464285714285714,1,0
addresses tristan thompson amp drama unfollowing one,False,15,127,7.0,3,0
yet talk cheating scandal tristan thompson bff made major move social media may shes feeling,False,37,220,4.7894736842105265,17,0
uploaded youtube go amp comment pls fortnite red dead redemption fallout far cry god war monster hunter world sea thieves call duty black ops kingdom come deliverance zombs royale world cup pubg kardashian add snap,True,47,278,4.9361702127659575,6,0
2 months 25 days older im posting fact twitter anyone would see shes billion bank account sure way writing peoples allah,False,46,234,4.108695652173913,20,0
others lose millions instagram followers due,False,14,109,6.857142857142857,3,0
unfollows tristan thompson scandal hollywood life,False,13,121,7.714285714285714,1,0
update follow ig anymore,False,10,56,4.7,3,0
lauren heather sanders b best style,False,17,99,4.882352941176471,4,0
queria porque tudo faz stories com filtro da auto,False,20,108,4.684210526315789,3,0
pero kendall son kardashians son porque son otro papá su papá ahora es mujer,False,21,114,4.476190476190476,3,0
yeah sex cool u ever ok tu sei la bff di,True,18,75,3.2222222222222223,4,0
looking 2014 jenners love child,False,9,53,5.0,1,0
dont follow instagram sometimes go look pics stormi amp travis im smh,False,28,155,4.571428571428571,12,0
favourite internet right bff audition tapes gun girl becoming poopy girl,False,18,108,5.235294117647059,2,0
id anything jenners stomach,False,7,42,5.142857142857143,2,0
year owns la joe made us friendship,False,19,106,4.526315789473684,5,0
highly highly highly doubt going cut best friend half sister 13 years older kick pressure back month trust content kuwtk,False,48,258,4.395833333333333,21,0
revela cómo ha modificado su rostro sin cirugías,False,13,101,7.333333333333333,0,0
eu pra ser filha da com minha fortuna não pra estudar pro,False,17,94,4.588235294117647,0,0
,False,7,42,5.142857142857143,3,0
breaking news justin bieber spotted kissing paris confronted tmz said acting papparazi state pair spotted outside petstore purchased mouse naming fred,False,41,238,4.829268292682927,18,0
revela cómo ha modificado su rostro sin cirugías,False,13,101,7.333333333333333,0,0
cuál es el misterio los perros gtgt,False,15,99,6.071428571428571,0,0
né eu sou então porque tem elas muito pra quem tá com,False,26,150,4.730769230769231,3,0
da nikada ni plastičnu operaciju,False,13,83,5.461538461538462,0,0
finally unfollows tristan thompson social media six days cheated khloe kardashian bff,False,21,141,5.761904761904762,6,0
look might prices lyin say lip kits trash lol,False,23,110,3.8260869565217392,10,0
kazık ya,False,7,50,6.285714285714286,0,0
initially kim kardashian fan started watching kuwtk also became fan around 2014 koko never fave fave,False,36,174,3.9714285714285715,15,0
,False,3,21,6.333333333333333,0,0
bznacrara eu acho ela só da mas foi e ela não,False,21,107,4.142857142857143,2,0
foyay foyay little surprise chicken,False,21,102,3.9047619047619047,12,0
17 likes não essa,False,10,64,5.5,0,0
un huevo es,False,10,60,5.1,1,0
unfollows tristan thompson instagram following cheating scandal reality star longer wants keep khloe kardashians ex instagram content visit website full links c,False,42,268,5.357142857142857,14,0
niece said duck got lips,False,11,64,4.909090909090909,2,0
donde es la para ser la mejor amiga,False,12,56,3.75,0,0
le c leur c mais je pas faites du pour vous plutôt faire une qui des,False,30,169,4.666666666666667,0,0
imagine follows path icon paris hilton reality show kylies new bff,False,20,111,4.6,6,0
foyay,False,5,25,4.2,2,0
soy esas hace una culo al en plan u pregunto,False,21,95,3.5714285714285716,3,0
n sabemos,False,8,57,6.25,0,0
en op een moment tyga het van,False,18,120,5.368421052631579,0,0
tout dit avant,False,15,87,6.083333333333333,2,0
video encuentra para tras escándalo infidelidad,False,16,127,7.466666666666667,0,0
kardashian split kanye split tyga demi rose kardashian split tristan pregnant 6 months girlfriend go sis,False,30,203,4.9411764705882355,9,0
far 2019 realizing things im pretty intense season growth change lot im,False,40,186,3.769230769230769,23,0
named italian greyhound norman 3 years named italian greyhound norman im still,True,22,138,5.318181818181818,5,0
stormi la hija,False,8,46,4.875,0,0
lo la mejor amiga se con el novio khloe kardashian ha sido el mejor del,False,26,133,4.153846153846154,0,0
yes climate change real orange watching super jenners,False,20,108,4.45,8,0
auditioning jenners new bestfriend,False,9,69,6.777777777777778,3,0
,False,3,31,9.666666666666666,0,0
uploaded youtube go amp comment pls fortnite red dead redemption fallout far cry god war monster hunter world sea thieves call duty black ops kingdom come deliverance zombs royale world cup pubg kardashian add snap,True,47,278,4.9361702127659575,6,0
los lujos perderá luego la botara su casa,False,18,119,5.666666666666667,0,0
grande lopez watson minaj lovato baldwin gomez,False,15,257,8.555555555555555,0,0
est indépendante financièrement depuis ses 15 ans via,False,12,95,7.0,0,0
even better,False,8,45,4.75,2,0
would beat living shit outta make life living hell thats thoo,True,26,123,3.769230769230769,11,0
unfollowed longer wants keep tristan thompson instagram,False,16,106,5.6875,5,0
,False,6,38,5.5,2,0
podría estar viendo otra vez todas las game pero necesito mi título así tengo eso pasa por siendo amiga sin,False,34,187,4.470588235294118,3,0
might read egg instagram queen campaign say todays marketing tactics,False,23,155,5.782608695652174,9,0
sabes ser tan para fotos alguien para su su en general encima pensar le debe dolares como si fuera sé dios q red social,False,47,252,4.382978723404255,5,0
woman asked,False,17,92,4.470588235294118,9,0
beni,False,5,30,5.2,0,0
breaking news chris hemsworth spotted arguing la confronted perez hilton said friends papparazi state pair spotted outside petstore purchased mouse naming fred,False,43,252,4.883720930232558,19,0
21 anos bilionária tem sua própria maravilhosa cosméticos tem um site já 17 anos 0 reais não sabe fazer nem um,False,30,167,4.6,0,0
khloe kardashian culpa é dele e,False,12,64,4.416666666666667,1,0
needs lip challenge long period time outcome,True,26,134,4.1923076923076925,15,0
por traidora abandona la casa tcog1okgrljw9,False,12,80,5.75,0,0
ariana posts pic pet pig chicken,False,17,98,4.705882352941177,6,0
next best kept secret generation jenners pregnancy fact harris,False,22,128,4.863636363636363,9,0
kim kardashian,False,11,82,6.545454545454546,0,0
audition jenners new best friend,False,11,86,6.909090909090909,3,0
lady gaga jennifer lópez en los grammy tcoambkoivrb2,False,11,72,5.636363636363637,1,0
el bebe stormi webster las kardashian en,False,13,85,6.083333333333333,0,0
mi mejor amiga le hizo un instagram su perro ni fueras ahre,False,17,86,4.117647058823529,1,0
ta mère sur ton âge rihanna beyoncé cardi b si il ny pas ton âge tu na pas mère,False,28,141,3.857142857142857,1,0
hahahahahaha ffs cant believe u thought matilda u live rock,False,18,101,4.666666666666667,3,0
super billionaire cant even trust best friend gave everything fuck literally friends tells fat everyday supposed trust anyone,True,44,235,4.682926829268292,18,0
uploaded youtube go amp comment pls fortnite red dead redemption fallout far cry god war monster hunter world sea thieves call duty black ops kingdom come deliverance zombs royale world cup pubg kardashian add snap,True,47,278,4.9361702127659575,6,0
got 4 brands asking today feel,False,17,82,3.8823529411764706,6,0
sun amp moon,False,10,52,4.3,2,0
foyay,False,5,25,4.2,2,0
muy unos la porque ya los había ahí puedo ya siento mis labios son los ya tienen la el chile con el,False,46,246,4.369565217391305,5,0
find girls twitter pretty peng tbh,False,17,92,4.470588235294118,6,0
,False,4,35,8.0,0,0
qué si yalitza sí sí cualquier tema está lo se les la gana la gente ningún chile le,False,35,177,4.085714285714285,2,0
dominantgrayson think girl right skskksks,False,14,83,5.0,6,0
maquillaje inspirado en makeup tutorial ydelays youtube tcoum6gpzmda4,False,12,89,7.8,0,0
bir bir bu allah vermiş olarak ben,False,21,139,5.666666666666667,0,0
update new bff sending via,False,17,107,5.6875,3,0
jenners makeup line price lip kit named cheating drama,False,17,114,5.764705882352941,3,0
im gonna apply jenners new bestie ill rich enough buy bts,False,20,99,4.0,6,0
woke morning lips lmao wtf,True,10,52,4.3,3,0
abigailalcala19 encima la con la puso el tiene gusto,False,18,98,4.5,0,0
,False,5,37,8.25,0,0
nikada plastičnu operaciju,False,9,78,7.777777777777778,0,0
porque,False,5,44,8.0,0,0
people x collection big amp heres beauty news broke jenners best friend reportedly caught cheating khloé kardashians boyfriend tristan thompson everyone began,False,42,291,5.928571428571429,10,0
nicki minaj sees public,False,10,68,5.9,3,0
looks,False,6,47,7.0,1,0
ja jak ariana grande,False,12,73,5.166666666666667,1,0
tristan thompson khloe kardashian til,False,21,141,5.761904761904762,1,0
real shit tho actually jenners new best friend,True,12,65,4.5,3,0
feel everyone stop getting plastic surgery yall,False,15,92,5.2,3,0
leaked jenners journal,False,5,48,8.8,0,0
como mi se sabe toda la su mejor amiga con solo en tw llevo 2 días tratando terminar el sin poder,False,35,182,4.228571428571429,2,0
made first comment drama discounted lip kit,False,19,135,6.157894736842105,6,0
found wood affair tristan,False,13,87,5.769230769230769,5,0
crudkilla hell nah would selling lip kits,False,15,80,4.4,4,0
im still shock sex change mean good wanting season 1 kuwtk life great,True,33,160,3.878787878787879,16,0
hoje eu tô mais com melhor amiga dela,False,15,74,4.0,3,0
uploaded youtube go amp comment pls fortnite red dead redemption fallout far cry god war monster hunter world sea thieves call duty black ops kingdom come deliverance zombs royale world cup pubg kardashian add snap,True,47,278,4.9361702127659575,6,0
eu n user é pela,False,12,55,3.6666666666666665,2,0
wow,False,3,41,13.0,0,0
wow,False,3,41,13.0,0,0
si yo te tomo una foto tipo lo es una tipo,False,20,95,3.8,1,0
wow,False,3,41,13.0,0,0
,False,3,39,12.333333333333334,0,0
,False,3,41,13.0,0,0
tremendo escándalo dio el ex,False,9,64,6.222222222222222,0,0
wow,False,3,41,13.0,0,0
,False,3,39,12.333333333333334,0,0
jenners header still w,False,11,64,4.909090909090909,2,0
breaking news chris brown spotted shopping la confronted tmz said expressing hatred papparazi state pair spotted outside petstore purchased lizard naming winnie,False,43,254,4.930232558139535,19,0
son ex tyga sorti force dune soirée à hollywood,False,17,92,4.75,0,0
crudkilla well might well shoot right,False,13,77,5.0,4,0
mi jak,False,13,76,4.923076923076923,1,0
5 things know jenners bff,False,11,72,5.636363636363637,2,0
watch amp cheating scandal bffs 2019 youtube tcovgnorkfmml jordynwoods tmz kyliejenner kyliejennerbff khloekardashian tristanthompson news viral,False,27,217,7.346153846153846,3,0
unfollow already stop checking instagram,False,14,82,4.928571428571429,6,0
idea guy actually thinks likes,False,18,103,4.777777777777778,9,0
finally unfollows tristan thompson social media daily mail,False,13,94,6.833333333333333,1,0
jennerın zaman ya da en,False,14,90,5.5,0,0
tremendo escándalo dio el ex,False,9,64,6.222222222222222,0,0
western twitter whats going khloe kardashian care anyways one day,False,26,164,5.346153846153846,9,0
elle 900 millions dollars la cest kim avec 350 ya une grosse quand même,False,20,109,4.5,0,0
finally unfollows tristan thompson social media daily mail,False,13,114,7.214285714285714,1,0
auditioning jenners new bff via youtube,False,10,70,6.1,2,0
auditioning jenners new bff via youtube,False,11,89,7.181818181818182,2,0
finally unfollows tristan thompson social media daily mail,False,12,95,6.384615384615385,1,0
enterate del drama esta viviendo por estos dias las kardashian,False,12,85,6.166666666666667,0,0
watch amp cheating scandal bffs 2019 youtube tcovgnorkfmml tristanthompson khloekardashian jordynwoods kyliejenner bff bffs,False,23,174,6.909090909090909,3,0
watch amp cheating scandal bffs 2019 youtube tcovgnorkfmml kyliejenner kyliejennerbff jordynwoods tristanthompson cheats tmz news,False,24,177,6.695652173913044,3,0
,False,2,37,18.0,0,0
watch amp cheating scandal bffs 2019,False,16,102,5.4375,3,0
watch amp cheating scandal bffs 2019 youtube tcovgnorkfmml kyliejenner jordynwoods kimkardashian hollywood celebrities kids kyliejennerbff kardashian tristanthompson khloekardashian viral,False,29,254,8.071428571428571,3,0
tmz forever known guy dated,False,15,79,4.333333333333333,6,0
new lips,False,8,41,4.857142857142857,1,0
,False,4,35,8.0,0,0
kyliejenner jordynwoods watch amp cheating scandal bffs 2019 youtube tcovgnorkfmml,False,19,130,6.222222222222222,3,0
audition tape jenners new bff,False,10,64,5.5,3,0
literally bitch feel,True,10,65,5.6,3,0
watch amp cheating scandal bffs 2019 youtube tcovgnorkfmml,False,17,109,5.8125,3,0
unfollows tristan thompson still follows,False,9,66,6.444444444444445,0,0
